doy,airtemp,humidity,rainfall
57,29.604000000000003,0.392475,0.47450000000000003
58,30.0925,0.363785,0.3095
59,29.866000000000003,0.339475,0.4755
60,29.887,0.36013999999999996,0.6415
61,30.339499999999997,0.35063,0.256
62,30.346999999999998,0.343255,0.4095000000000001
63,30.523000000000003,0.329875,0.24
64,30.752,0.35704,0.41600000000000004
65,30.663,0.33338999999999996,0.4685
66,30.562,0.33531500000000003,0.581
67,30.593,0.32625,0.34550000000000003
68,30.633,0.32922000000000007,0.5784999999999999
69,30.7435,0.37947000000000003,0.5205
70,30.5385,0.400625,0.6925
71,30.557499999999997,0.40105,1.8219999999999998
72,30.3885,0.41326499999999994,0.9344999999999999
73,30.5425,0.40506,0.6910000000000001
74,30.671,0.41910000000000003,0.7929999999999999
75,30.8435,0.42611000000000004,0.828
76,31.0705,0.45583999999999997,0.9075
77,31.073500000000003,0.4643,1.1804999999999999
78,31.407,0.44715499999999997,1.088
79,30.6455,0.501425,2.1805
80,30.843,0.491665,1.1405
81,30.544,0.49733499999999997,2.6935
82,30.524,0.504955,1.4949999999999999
83,30.4925,0.49515499999999996,2.226
84,30.686500000000002,0.47789499999999996,1.1324999999999998
85,31.039499999999997,0.47668,0.9880000000000001
86,30.866000000000003,0.47643,1.59
87,31.079500000000003,0.45206,0.992
88,31.2705,0.47417000000000004,0.6479999999999999
89,31.5625,0.470265,1.048
90,31.163999999999998,0.49693,2.4915000000000003
91,31.23,0.49509000000000003,0.819
92,31.016,0.504235,1.569
93,31.032,0.51488,1.2885
94,31.186,0.52934,1.624
95,31.002,0.538065,1.393
96,30.764499999999998,0.53875,2.571
97,31.0055,0.5157,2.2670000000000003
98,30.441000000000003,0.5545950000000001,2.0405
99,30.5885,0.568885,2.247
100,30.442,0.5671050000000001,1.8810000000000002
101,30.3435,0.571845,1.4469999999999998
102,30.4475,0.5699500000000001,2.3489999999999998
103,30.3745,0.576345,1.9905000000000002
104,30.402499999999996,0.5633849999999999,1.587
105,30.652499999999996,0.5580499999999999,2.0585
106,30.6435,0.560505,1.4295
107,30.577499999999997,0.557965,1.9725000000000001
108,30.744999999999997,0.57586,1.8884999999999998
109,30.438,0.6013,2.3255
110,30.258499999999998,0.605625,2.5185
111,30.1195,0.61587,3.0995
112,29.9415,0.6332000000000001,3.0695
113,29.899,0.629795,3.2305
114,30.139999999999997,0.61672,2.488
115,29.988,0.622505,2.856
116,29.857499999999998,0.6293300000000001,3.4520000000000004
117,29.554000000000002,0.641665,2.832
118,30.187,0.611275,1.643
119,30.2425,0.613235,2.597
120,29.7695,0.6353150000000001,2.7755
121,30.137,0.620715,3.1045000000000003
122,30.015499999999996,0.6239750000000001,2.5155000000000003
123,30.211000000000002,0.619205,2.5044999999999997
124,30.157,0.625085,3.878
125,29.8375,0.638405,3.533
126,29.684499999999996,0.64548,3.184
127,29.593,0.6510900000000001,2.275
128,29.4455,0.6578400000000001,3.0335
129,29.681,0.647885,2.7485
130,29.3705,0.6669849999999999,5.9915
131,29.2065,0.669285,2.974
132,29.331,0.6608099999999999,3.5065
133,29.252999999999997,0.6659900000000001,2.8120000000000003
134,29.233999999999998,0.663365,2.7425
135,29.0725,0.66935,3.7359999999999998
136,28.889,0.68494,3.8715
137,29.1185,0.670625,2.5595
138,29.059500000000003,0.68384,3.8609999999999998
139,29.295499999999997,0.67025,2.488
140,29.151999999999997,0.675475,3.371
141,29.329,0.664785,3.5505000000000004
142,29.0255,0.684935,4.7455
143,28.8635,0.692935,2.8129999999999997
144,29.0105,0.67916,2.477
145,29.083999999999996,0.6722549999999999,2.816
146,28.655,0.695245,4.35
147,28.606,0.697765,4.0595
148,28.470999999999997,0.69207,3.222
149,28.566000000000003,0.6970700000000001,3.6149999999999998
150,28.4995,0.6995600000000001,3.9285000000000005
151,28.3065,0.7064900000000001,4.779999999999999
152,28.183,0.710255,3.3875
153,28.2305,0.7069249999999999,3.4204999999999997
154,27.8645,0.721745,4.0455
155,27.847500000000004,0.7216549999999999,4.1335
156,27.7765,0.72893,3.78
157,27.8545,0.71623,4.2005
158,28.076,0.714915,4.1965
159,27.857,0.72962,3.53
160,27.958999999999996,0.7181350000000001,3.7730000000000006
161,27.3955,0.74862,5.2745
162,27.478,0.733595,4.631
163,27.688,0.72792,3.5020000000000002
164,27.528,0.743815,5.0905000000000005
165,27.479000000000003,0.74084,4.348
166,27.689,0.7263649999999999,3.4229999999999996
167,27.467000000000002,0.738385,3.4210000000000003
168,27.6625,0.7295149999999999,3.4840000000000004
169,27.516000000000002,0.73363,3.1765
170,27.682499999999997,0.7195,3.2
171,27.303500000000003,0.740185,4.6945
172,27.122000000000003,0.7442799999999999,4.95
173,27.273000000000003,0.736255,5.8815
174,27.342000000000002,0.7362050000000001,4.7485
175,26.895999999999997,0.7600149999999999,6.6819999999999995
176,26.869,0.7604,5.514
177,26.767500000000002,0.7608400000000001,5.465
178,26.7885,0.76022,4.0135
179,26.898500000000002,0.7509349999999999,5.4545
180,26.9475,0.753075,4.909000000000001
181,27.003500000000003,0.746155,3.8475
182,26.657999999999998,0.7646000000000001,5.6535
183,26.653,0.7578049999999998,5.6515
184,26.7725,0.752475,5.213
185,26.555,0.771615,4.8895
186,26.484500000000004,0.776885,5.5265
187,26.4295,0.77545,5.1655
188,26.5205,0.769595,4.8205
189,26.412,0.77561,4.4590000000000005
190,26.345499999999998,0.7789400000000001,5.087
191,26.2665,0.780735,5.074
192,26.3085,0.775105,6.477500000000001
193,26.307,0.77547,5.436999999999999
194,26.517500000000002,0.77164,4.2509999999999994
195,26.4695,0.7757050000000001,5.288
196,26.023500000000002,0.8016249999999999,6.6209999999999996
197,25.942500000000003,0.80309,7.2875
198,25.856,0.8013300000000001,10.6735
199,25.839,0.803635,11.0795
200,25.907,0.7959700000000001,5.6045
201,25.851499999999998,0.809105,7.402500000000001
202,25.6495,0.8152750000000001,6.681
203,25.615499999999997,0.8094199999999999,4.899
204,25.674,0.8169300000000002,8.186
205,25.743000000000002,0.813825,6.239
206,25.6375,0.81857,6.591500000000001
207,25.693,0.8140299999999999,6.484999999999999
208,25.750999999999998,0.8089400000000001,5.949
209,25.829,0.809745,5.8805
210,25.709000000000003,0.81836,5.8385
211,25.581,0.8136150000000001,3.6885
212,25.858999999999998,0.8013250000000001,5.2435
213,25.7745,0.8160850000000001,4.9215
214,25.778,0.8137449999999999,4.2915
215,25.7575,0.808595,5.0805
216,25.8645,0.8081499999999999,6.406499999999999
217,25.668,0.8186950000000001,5.785
218,25.7095,0.8127500000000001,5.4735
219,25.53,0.82069,6.314
220,25.413999999999998,0.827225,7.779999999999999
221,25.5265,0.8149249999999999,5.0865
222,25.806,0.81159,6.8745
223,25.7375,0.8243300000000001,10.0125
224,25.5905,0.82635,6.1905
225,25.449,0.8294849999999999,5.2219999999999995
226,25.252000000000002,0.836125,7.304
227,25.6065,0.823525,6.146
228,25.546,0.8386199999999999,9.733500000000001
229,25.271,0.8407899999999999,5.536
230,25.549,0.82179,6.0535
231,25.595,0.8295599999999999,8.182500000000001
232,25.587,0.830505,8.1145
233,25.491,0.8349600000000001,6.404999999999999
234,25.2045,0.84404,6.081
235,25.2685,0.84178,7.9565
236,25.4225,0.8303450000000001,5.411
237,25.567,0.8210550000000001,6.7345
238,25.449,0.828715,8.173
239,25.4435,0.8275,7.410500000000001
240,25.465,0.840005,8.037
241,25.0975,0.8469200000000001,13.9005
242,25.0855,0.8494700000000001,7.483
243,25.3065,0.84372,7.276999999999999
244,24.9135,0.8567850000000001,13.1465
245,25.286,0.83587,7.1105
246,25.422,0.836675,7.7595
247,25.381999999999998,0.8363250000000001,9.136
248,25.4625,0.8298350000000001,6.7705
249,25.0655,0.85354,7.2265
250,25.0565,0.8505449999999999,7.0
251,25.5055,0.82823,7.5280000000000005
252,25.3935,0.8392949999999999,7.748
253,25.592000000000002,0.8216,5.1355
254,25.698,0.819295,6.386
255,25.954500000000003,0.81271,4.904
256,25.5875,0.8318800000000001,5.352
257,25.4145,0.84429,5.7895
258,25.679000000000002,0.820995,4.9295
259,25.615499999999997,0.8245399999999999,6.684
260,25.714,0.8262,6.470000000000001
261,25.8405,0.8222499999999999,5.4495000000000005
262,25.7945,0.8253999999999999,5.1625
263,25.7555,0.832135,5.5405
264,25.579,0.8368199999999999,6.6515
265,25.725,0.82414,5.545
266,25.682499999999997,0.8260200000000001,6.8785
267,25.7155,0.8287350000000001,4.235
268,25.78,0.82482,5.0675
269,25.9295,0.819695,4.1585
270,25.9745,0.816935,3.6835
271,25.907999999999998,0.823155,3.8665
272,25.9,0.8166,4.167
273,26.265499999999996,0.799625,4.2735
274,26.2575,0.80186,4.7555
275,26.265499999999996,0.8070649999999999,7.779000000000001
276,26.148000000000003,0.81157,4.394
277,26.183999999999997,0.81074,3.7744999999999997
278,26.122500000000002,0.8109000000000001,3.0105
279,26.128500000000003,0.8100399999999999,3.6405000000000003
280,26.2665,0.811175,4.4205
281,26.021499999999996,0.82605,3.4475000000000002
282,26.077999999999996,0.81453,2.794
283,26.111,0.812115,3.2095
284,26.246499999999997,0.8028799999999999,3.8575000000000004
285,26.383999999999997,0.799075,5.657
286,26.294,0.796195,2.8015
287,26.427999999999997,0.7853249999999999,1.7995
288,26.4055,0.78896,2.234
289,26.498,0.78805,2.3425000000000002
290,26.673000000000002,0.7745750000000001,2.2155
291,26.7295,0.767825,2.286
292,26.813,0.767385,1.7195
293,26.688499999999998,0.766305,2.2615
294,26.702999999999996,0.76093,6.1735
295,26.8145,0.75201,1.5505
296,26.805,0.756765,1.6375
297,26.823,0.74616,1.0219999999999998
298,26.8245,0.7392449999999999,1.0379999999999998
299,26.684500000000003,0.7487550000000001,1.7099999999999997
300,26.7305,0.733875,1.902
301,26.746499999999997,0.722355,1.9735
302,26.8375,0.71128,1.1424999999999998
303,26.659,0.7255550000000001,1.0305
304,26.813499999999998,0.729805,2.1645
305,26.687,0.72679,1.904
306,26.908499999999997,0.7108500000000001,0.48050000000000004
307,27.069499999999998,0.6938949999999999,0.623
308,27.036,0.6794500000000001,0.491
309,26.8375,0.67911,0.7075
310,26.696499999999997,0.6666850000000001,0.44350000000000006
311,26.6195,0.64614,0.3665
312,26.487000000000002,0.6418699999999999,0.4165
313,26.682,0.63902,0.3795
314,26.839999999999996,0.6438849999999999,0.402
315,26.769,0.63464,0.4845
316,26.708,0.6304850000000001,0.17250000000000001
317,26.753500000000003,0.6113,0.1355
318,26.610500000000002,0.618395,0.23450000000000001
319,26.7705,0.628315,0.1125
320,26.776,0.622975,0.148
321,26.592000000000002,0.614995,0.39749999999999996
322,26.5305,0.6039800000000001,0.363
323,26.4295,0.605775,0.388
324,26.2985,0.607125,0.372
325,26.3,0.6001000000000001,0.23199999999999998
326,26.3435,0.5871949999999999,0.14150000000000001
327,26.444499999999998,0.5891000000000001,0.30850000000000005
328,26.502499999999998,0.584155,0.3875
329,26.51,0.576035,0.1985
330,26.342000000000002,0.55342,0.29850000000000004
331,26.392000000000003,0.56917,0.3135
332,26.595999999999997,0.5701149999999999,0.0395
333,26.179000000000002,0.5459700000000001,0.0105
334,25.9615,0.522035,0.0465
335,25.8695,0.5144,0.037
336,25.8915,0.5078,0.1045
337,25.734500000000004,0.505755,0.07050000000000001
338,25.448500000000003,0.495535,0.075
339,25.286,0.48356499999999997,0.009
340,24.9935,0.47361000000000003,0.053500000000000006
341,25.070500000000003,0.478985,0.0505
342,25.03,0.463365,0.0155
343,24.774,0.47021499999999994,0.013000000000000001
344,25.014,0.46308,0.025500000000000002
345,25.095,0.44396500000000005,0.006
346,25.369,0.43888,0.006
347,25.517,0.46942,0.0805
348,25.483,0.48844,0.05450000000000001
349,25.537,0.45354500000000003,0.057999999999999996
350,25.4215,0.44823,0.037
351,25.6125,0.43814,0.009
352,25.3185,0.43298000000000003,0.039
353,25.153,0.43685500000000005,0.037000000000000005
354,25.011000000000003,0.41918999999999995,0.001
355,24.658,0.403785,0.001
356,24.6415,0.396865,0.0
357,24.508,0.396155,0.007000000000000001
358,24.271,0.386195,0.0095
359,24.173,0.38457,0.013000000000000001
360,24.199,0.39055999999999996,0.0115
361,24.127000000000002,0.379385,0.0115
362,24.184,0.37914000000000003,0.0005
363,24.4515,0.36369999999999997,0.0
364,24.342,0.35568,0.0
365,24.0925,0.35112499999999996,0.015
